VERSI,SEKSYEN,MSIC 2025,MALAY DESCRIPTION FOR MSIC 2025,ENGLISH DESCRIPTION FOR MSIC 2025,SEKSYEN,MSIC 2008,MALAY DESCRIPTION FOR MSIC 2008,ENGLISH DESCRIPTION FOR MSIC 2008
2025,G,47114,Kedai serbaneka,Convenience stores,G,47114,Kedai ‘convenience’,Convenience stores
2025,G,47191,Gedung serbaneka,Department stores,G,47191,Gedung serbaneka,Department stores
2025,G,47192,Gedung serbaneka dan pasar raya,Department stores and supermarket,G,47192,Gedung serbaneka dan pasar raya,Department stores and supermarket
2025,G,47193,Pasar raya besar (Hypermarket),Hypermarket,G,47193,Pasar raya besar (Hypermarket),Hypermarket
2025,G,47194,Ejen surat khabar dan kedai pelbagai barangan,News agent and miscellaneous goods store,G,47194,Restoran,News agent and miscellaneous goods store
2025,G,47199,Jualan runcit lain di kedai tanpa pengkhususan t.t.t.l.,Other retail sale in non-specialised stores n.e.c.,G,47199,Makanan,Other retail sale in non-specialized stores n.e.c.
2025,G,47211,"Jualan runcit beras, tepung, bijirin lain dan gula","Retail sale of rice, flour, other grains and sugars",G,47211,"Jualan runcit beras, tepung, bijirin lain dan gula","Retail sale of rice, flour, other grains and sugars"
2025,G,47212,Jualan runcit sayur-sayuran dan buah-buahan segar atau diawet,Retail sale of fresh or preserved vegetables and fruits,G,47212,Jualan runcit sayur-sayuran dan buah-buahan segar atau diawet(2),"Retail sale of fresh or preserved vegetables and fruits retail sale of coconut milk, onions, potatoes and chillies, etc"
2025,G,47213,Jualan runcit produk tenusu dan telur,Retail sale of dairy products and eggs,G,47213,Jualan runcit produk tenusu dan telur,Retail sale of dairy products and eggs
2025,G,47214,Jualan runcit daging dan produk daging (unggas),Retail sale of meat and meat products (including poultry),G,47214,Jualan runcit daging dan produk daging (unggas,Retail sale of meat and meat products (including poultry)
2025,G,47215,Jualan runcit ikan dan makanan laut lain dan lain-lain produk yang berkaitan,"Retail sale of fish, other seafood and products thereof",G,47215,Jualan runcit ikan dan makanan laut lain dan lain-lain produk yang berkaitan,"Retail sale of fish, other seafood and products thereof"
2025,G,47216,Jualan runcit produk bakeri dan konfeksi,Retail sale of bakery products and sugar confectionery,G,47216,Jualan runcit produk bakeri dan konfeksi,Retail sale of bakery products and sugar confectionery
2025,G,47217,"Jualan runcit mi, kuetiau, mihun, kulit wantan dan produk makanan lain yang dihasilkan daripada tepung atau soya","Retail sale of mee, kuetiau, mee hoon, wantan skins and other food products made from flour or soya",G,47217,"Jualan runcit mi, kueh teow, mihun, kulit wantan dan produk makanan lain yang dihasilkan daripada tepung atau soya","Retail sale of mee, kuey teow, mee hoon, wantan skins and other food products made from flour or soya"
2025,G,47219,Jualan runcit produk makanan lain t.t.t.l.,Retail sale of other food products n.e.c.,G,47219,Jualan runcit produk makanan lain t.t.t.l.,Retail sale of other food products n.e.c.
2025,G,47221,"Jualan runcit bir, wain dan arak yang disuling (spirit)","Retail sale of beer, wine and spirits",G,47221,"Jualan runcit bir, wain dan spirit","Retail sale of beer, wine and spirits"
2025,G,47222,"Jualan runcit teh, kopi, minuman ringan, air mineral dan minuman lain","Retail sale of tea, coffee, soft drinks, mineral water and other beverages",G,47222,"Jualan runcit teh, kopi, minuman ringan, air mineral dan minuman lain","Retail sale of tea, coffee, soft drinks, mineral water and other beverages"
2025,G,47231,Jualan runcit produk tembakau di kedai khusus,Retail sale of tobacco products in specialised store,G,47230,Jualan runcit produk tembakau di kedai khusus (3),"Retail sale of tobacco products in specialized store retail sale of cigars, cigarettes"
2025,G,47232,Jualan runcit rokok elektronik dan cecair rokok elektronik,Retail sale of electronic cigarettes and e-liquids,G,47230,Jualan runcit produk tembakau di kedai khusus (3),"Retail sale of tobacco products in specialized store retail sale of cigars, cigarettes"
2025,G,47300,Jualan runcit bahan api kenderaan di kedai khusus,Retail sale of automotive fuel in specialised store,G,47300,Jualan runcit bahan api kenderaan di kedai khusus (2),Retail sale of automotive fuel in specialized store retail sale of lubricating products and cooling products for motor vehicles
2025,G,47401,"Jualan runcit komputer, peralatan dan bekalan komputer","Retail sale of computers, computer equipment and supplies",G,47411,"Jualan runcit komputer, peralatan dan kelengkapan komputer(2)","Retail sale of computers, computer equipment and supplies retail sale of printer and scanner"
2025,G,47402,Jualan runcit konsol permainan video dan perisian bukan ditempah khas,Retail sale of video game consoles and non-customised software,G,47412,Jualan runcit konsol permainan video dan sofwer bukan ditempah khas(3),Retail sale of video game consoles and non-customized software retail sale of video games
2025,G,47403,Jualan runcit peralatan telekomunikasi,Retail sale of telecommunication equipment,G,47413,Jualan runcit peralatan telekomunikasi,Retail sale of telecommunication equipment
2025,G,47404,Jualan runcit peralatan audio dan video in kedai khusus,Retail sale of audio and video equipment,G,47420,Jualan runcit peralatan audio dan video di kedai pengkhususan (4),"Retail sale of audio and video equipment in specialized store (a) retail sale of radio and television equipment <br>(b) retail sale of stereo equipment <br> (c) retail sale of CD,DVD players and CD,DVD recorders"
2025,G,47510,Jualan runcit tekstil,Retail sale of textiles,G,47510,Jualan runcit di kedai khusus yang menjual tekstil (2),"Retail sale of textiles in specialized stores (a) retail of fabrics, knitting yarn, tapestry or embroidery making, haberdashery <br> (b) retail sale of needles and sewing thread"
2025,G,47521,"Jualan runcit bahan binaan, perkakasan, cat dan kaca","Retail sale of construction materials, hardware, paints and glass",G,47520,"Jualan runcit bahan binaan , hardwer, cat dan kaca (3)","Retail sale of construction materials, hardware, paints and glass (a) retail sale of do-it-yourself materials and equipment <br> (b) retail sale of lawnmowers, however operated <br> (c) retail sale of saunas <br> (d) retail sale of cork floor tiles"
2025,G,47529,"Jualan runcit perkakasan, bahan binaan, cat dan kaca t.t.t.l.","Retail sale of hardware, building materials, paints and glass n.e.c.",G,47520,"Jualan runcit bahan binaan , hardwer, cat dan kaca (3)","Retail sale of construction materials, hardware, paints and glass (a) retail sale of do-it-yourself materials and equipment <br> (b) retail sale of lawnmowers, however operated <br> (c) retail sale of saunas <br> (d) retail sale of cork floor tiles"
2025,G,47531,Jualan runcit karpet dan hamparan,Retail sale of carpets and rugs,G,47531,Jualan runcit karpet dan hamparan(5),Retail sale of carpets and rugs retails sale of basic material for rug
2025,G,47532,Jualan runcit langsir dan langsir jaring,Retail sale of curtains and net curtains,G,47532,Jualan runcit langsir dan net,Retail sale of curtains and net curtains
2025,G,47533,Jualan runcit kertas dinding dan alas lantai,Retail sale of wallpaper and floor coverings,G,47533,Jualan runcit kertas dinding dan alas lantai,Retail sale of wallpaper and floor coverings
2025,G,47591,Jualan runcit perabot isi rumah,Retail sale of household furniture,G,47591,Jualan runcit perabot isi rumah,Retail sale of household furniture
2025,G,47592,Jualan runcit peralatan lampu,Retail sale of articles for lighting,G,47592,Jualan runcit peralatan lampu,Retail sale of articles for lighting
2025,G,47593,"Jualan runcit perkakas isi rumah, perkakas dapur dan kutleri, pinggan mangkuk, barangan kaca dan barangan tembikar","Retail sale of household utensils and cutlery, crockery, glassware, chinaware and pottery",G,47593,"Jualan runcit perkakas isi rumah, perkakas dapur dan kutleri, pinggan mangkuk, barangan kaca dan barangan tembikar","Retail sale of household utensils and cutlery, crockery, glassware, chinaware and pottery"
2025,G,47594,"Jualan runcit kayu, barangan gabus dan barangan anyaman rotan","Retail sale of wooden, cork and wickerwork goods",G,47594,"Jualan runcit kayu, barangan gabus dan barangan anyaman rotan","Retail sale of wood, cork goods and wickerwork goods"
2025,G,47595,Jualan runcit perkakas isi rumah,Retail sale of household appliances,G,47595,Jualan runcit perkakas isi rumah,Retail sale of household appliances
2025,G,47596,Jualan runcit peralatan muzik dan skor,Retail sale of musical instruments and scores,G,47596,Jualan runcit peralatan muzik dan skor,Retail sale of musical instruments and scores
2025,G,47597,Jualan runcit sistem keselamatan,Retail sale of security systems,G,47597,Jualan runcit sistem keselamatan (2),"Retail sale of security systems retail sale of locking devices,safes and vaults,without installation or maintenance services"
2025,G,47599,Jualan runcit barangan dan peralatan isi rumah t.t.t.l.,Retail sale of household articles and equipment n.e.c.,G,47598,Jualan runcit barangan dan peralatan isi rumah t.t.t.l,Retail sale of household articles and equipment n.e.c.
2025,G,47611,Jualan runcit bekalan dan peralatan pejabat,Retail sale of office supplies and equipment,G,47611,Jualan runcit bekalan dan peralatan pejabat,Retail sale of office supplies and equipment
2025,G,47612,"Jualan runcit buku, surat khabar dan alat tulis","Retail sale of books, newspapers and stationary",G,47612,"Jualan runcit buku, surat khabar dan alat tulis","Retail sale of books, newspapers and stationary"
2025,G,47692,Makanan,"Retail sale of musical records, audio tapes, compact discs, cassettes, video tapes, VCDs and DVDs, blank tapes and discs",G,47620,"Jualan runcit rekod muzik, pita audio, cakera padat, kaset, pita video, VCD dan DVD, pita dan cakera kosong","Retail sale of musical records, audio tapes, compact discs , cassettes, video tapes, VCDs and DVDs, blank tapes and discs"
2025,G,47621,Restoran,Retail sale of sports goods and equipments,G,47631,Jualan runcit barangan dan peralatan sukan,Retail sale of sports goods and equipments
2025,G,47626,Jualan runcit pakaian dan kasut sukan khas,Retail sale of special sports clothes and footwear,G,47631,Jualan runcit barangan dan peralatan sukan,Retail sale of sports goods and equipments
2025,G,47622,Jualan runcit peralatan memancing,Retail sale of fishing equipment,G,47632,Jualan runcit peralatan memancing,Retail sale of fishing equipment
2025,G,47623,Jualan runcit barangan berkhemah,Retail sale of camping goods,G,47633,Jualan runcit barangan perkhemahan,Retail sale of camping goods
2025,G,47624,Jualan runcit bot dan peralatannya,Retail sale of boats and equipments,G,47634,Jualan runcit bot dan peralatannya,Retail sale of boats and equipments
2025,G,47625,"Jualan runcit basikal, e-basikal dan alat ganti serta aksesori berkaitan","Retail sale of bicycles, e-bikes and related parts and accessories",G,47635,Jualan runcit basikal dan komponen (termasuk alat ganti) dan aksesori yang berkaitan,Retail sale of bicycles and related parts and accessories
2025,G,47632,Jualan runcit dron mainan,Retail sale of toy drones,G,47640,"Jualan runcit permainan dan barang mainan, diperbuat dari pelbagai bahan","Retail sale of games and toys, made of all materials"
2025,G,47631,"Jualan runcit permainan dan barang mainan, diperbuat dari pelbagai bahan","Retail sale of games and toys, made of all materials",G,47640,"Jualan runcit permainan dan barang mainan, diperbuat dari pelbagai bahan","Retail sale of games and toys, made of all materials"
2025,G,47719,"Jualan runcit pakaian, kasut dan artikel kulit t.t.t.l.","Retail sale of clothing, footwear and leather articles n.e.c.",G,47711,"Jualan runcit pakaian, artikel bagi bulu binatang dan aksesori pakaian(2)","Retail sale of articles of clothing, articles of fur and clothing accessories retail sale of gloves, ties and braces, etc"
2025,G,47714,Jualan runcit pakaian dan aksesori bayi,Retail sale of baby’s clothing and accessories,G,47711,"Jualan runcit pakaian, artikel bagi bulu binatang dan aksesori pakaian(2)","Retail sale of articles of clothing, articles of fur and clothing accessories retail sale of gloves, ties and braces, etc"
2025,G,47711,"Jualan runcit pakaian, artikel bagi bulu binatang dan aksesori pakaian","Retail sale of articles of clothing, articles of fur and clothing accessories",G,47711,"Jualan runcit pakaian, artikel bagi bulu binatang dan aksesori pakaian(2)","Retail sale of articles of clothing, articles of fur and clothing accessories retail sale of gloves, ties and braces, etc"
2025,G,47626,Jualan runcit pakaian dan kasut sukan khas,Retail sale of special sports clothes and footwear,G,47712,Jualan runcit kasut,Retail sale of footwear
2025,G,47719,"Jualan runcit pakaian, kasut dan artikel kulit t.t.t.l.","Retail sale of clothing, footwear and leather articles n.e.c.",G,47712,Jualan runcit kasut,Retail sale of footwear
2025,G,47714,Jualan runcit pakaian dan aksesori bayi,Retail sale of baby’s clothing and accessories,G,47712,Jualan runcit kasut,Retail sale of footwear
2025,G,47712,Jualan runcit kasut,Retail sale of footwear(3),G,47712,Jualan runcit kasut,Retail sale of footwear
2025,G,47719,"Jualan runcit pakaian, kasut dan artikel kulit t.t.t.l.","Retail sale of clothing, footwear and leather articles n.e.c.",G,47713,"Jualan runcit barangan kulit, aksesori kulit serta gantian kulit","Retail sale of leather goods, accessories of leather and leather substitutes"
2025,G,47713,"Jualan runcit barangan kulit, aksesori kulit serta gantian kulit","Retail sale of leather goods, accessories of leather and leather substitutes",G,47713,"Jualan runcit barangan kulit, aksesori kulit serta gantian kulit","Retail sale of leather goods, accessories of leather and leather substitutes"
2025,G,47721,"Jualan runcit di kedai khusus yang menjual barang farmaseutikal/farmasi, perubatan dan ortopedik","Retail sale of pharmaceuticals/ pharmacy, medical and orthopaedic goods",G,47721,"Jualan runcit di kedai khusus yang menjual barang farmaseutikal, perubatan dan ortopedik","Stores specialized in retail sale of pharmaceuticals, medical and orthopaedic goods"
2025,G,47722,"Jualan runcit di kedai khusus yang menjual pewangi, kosmetik dan kelengkapan dandanan diri","Retail sale of perfumery, cosmetic and toilet articles",G,47722,"Jualan runcit di kedai khusus yang menjual pewangi, kosmetik dan kelengkapan dandanan diri","Stores specialized in retail sale of perfumery, cosmetic and toilet articles"
2025,G,47731,Jualan runcit peralatan fotografi dan kepersisan,Retail sale of photographic and precision equipment,G,47731,Jualan runcit peralatan fotografi dan kepersisan,Retail sale of photographic and precision equipment
2025,G,47732,"Jualan runcit jam tangan, jam dinding","Retail sale of watches, clocks",G,47732,Jualan runcit jam tangan dan jam dinding,Retail sale of watches and clocks
2025,G,47733,Jualan runcit barang kemas,Retail sale of jewellery,G,47733,Jualan runcit barang kemas,Retail sale of jewellery
2025,G,47734,"Jualan runcit bunga, tumbuhan, biji benih dan baja","Retail sale of flowers, plants, seeds, fertilizers",G,47734,"Jualan runcit bunga, tumbuhan, biji benih dan baja","Retail sale of flowers, plants, seeds, fertilizers"
2025,G,47735,"Jualan runcit cenderahati, kraftangan dan barang keagamaan","Retail sale of souvenirs, craftwork and religious articles",G,47735,"Jualan runcit cenderahati, kraftangan dan barang keagamaan","Retail sale of souvenirs, craftwork and religious articles"
2025,G,47736,"Jualan runcit minyak tanah, gas memasak, batu arang dan kayu api","Retail sale of household fuel oil, cooking gas, coal and fuel wood",G,47736,"Jualan runcit minyak tanah, gas memasak, batu arang dan kayu api","Retail sale of household fuel oil, cooking gas, coal and fuel wood"
2025,G,47737,Jualan runcit cermin mata dan barang optik lain,Retail sale of spectacles and other optical goods,G,47737,Jualan runcit cermin mata dan barang optik lain(1),Retail sale of spectacles and other optical goods activities of opticians
2025,G,47738,"Jualan runcit ikan akuarium, haiwan peliharaan dan makanannya","Retail sale of aquarium fishes, pet animals and pet foods",G,47738,"Jualan runcit ikan akuarium, haiwan peliharaan dan makanannya","Retail sale of aquarium fishes, pet animals and pet food"
2025,G,47714,Jualan runcit pakaian dan aksesori bayi,Retail sale of baby’s clothing and accessories,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47691,Jualan runcit aksesori perkahwinan,Retail sale of wedding accessories,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47693,"Jualan runcit barangan filateli (setem), numismatik (duit syiling) dan barangan koleksi","Retail sale philately, numismatics and collectors’ items",G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47694,Jualan runcit bekalan seni,Retail sale of art supplies,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47695,Jualan runcit dron,Retail sale of drones,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.,Other retail sale of new goods in specialised stores n.e.c.,G,47739,Jualan runcit di kedai khusus yang menjual barang baru lain t.t.t.l.(2),Other retail sale of new goods in specialized stores n.e.c. (a) retail sale of new stamps and coins' <br>(b) retail sale of cleaning materials and religious article
2025,G,47741,Jualan runcit buku terpakai,Retail sale of second-hand books,G,47741,Jualan runcit buku terpakai,Retail sale of second-hand books
2025,G,47742,Jualan runcit barang elektrik dan elektronik terpakai,Retail sale of second-hand electrical and electronic goods,G,47742,Jualan runcit barang elektrik dan elektronik terpakai,Retail sale of second-hand electrical and electronic goods
2025,G,47743,Jualan runcit barang antik,Retail sale of antiques,G,47743,Jualan runcit barang antik(4),Retail sale of antiques retail sale of antique stamps and coins
2025,G,47744,Aktiviti perantara dalam jualan runcit bagi barangan terpakai,Activities of retail auctioneering houses of third-party goods,G,47744,Aktiviti pusat lelongan (runcit),Activities of auctioning houses (retail)
2025,G,47745,Jualan runcit pakaian terpakai,Retail sale of second-hand clothes,G,47749,Jualan runcit barangan terpakai t.t.t.l.,Retail sale of second-hand goods n.e.c.
2025,G,47746,Jualan runcit permainan & alat permainan terpakai,Retail sale of second-hand toys,G,47749,Jualan runcit barangan terpakai t.t.t.l.,Retail sale of second-hand goods n.e.c.
2025,G,47749,Jualan runcit barangan terpakai t.t.t.l.,Retail sale of second-hand goods n.e.c.,G,47749,Jualan runcit barangan terpakai t.t.t.l.,Retail sale of second-hand goods n.e.c.
2025,G,47211,"Jualan runcit beras, tepung, bijirin lain dan gula","Retail sale of rice, flour, other grains and sugars",G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47212,Jualan runcit sayur-sayuran dan buah-buahan segar atau diawet,Retail sale of fresh or preserved vegetables and fruits,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47213,Jualan runcit produk tenusu dan telur,Retail sale of dairy products and eggs,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47214,Jualan runcit daging dan produk daging (unggas),Retail sale of meat and meat products (including poultry),G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47215,Jualan runcit ikan dan makanan laut lain dan lain-lain produk yang berkaitan,"Retail sale of fish, other seafood and products thereof",G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47216,Jualan runcit produk bakeri dan konfeksi,Retail sale of bakery products and sugar confectionery,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47217,"Jualan runcit mi, kuetiau, mihun, kulit wantan dan produk makanan lain yang dihasilkan daripada tepung atau soya","Retail sale of mee, kuetiau, mee hoon, wantan skins and other food products made from flour or soya",G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47219,Jualan runcit produk makanan lain t.t.t.l.,Retail sale of other food products n.e.c.,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47221,"Jualan runcit bir, wain dan arak yang disuling (spirit)","Retail sale of beer, wine and spirits",G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47222,"Jualan runcit teh, kopi, minuman ringan, air mineral dan minuman lain","Retail sale of tea, coffee, soft drinks, mineral water and other beverages",G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47231,Jualan runcit produk tembakau di kedai khusus,Retail sale of tobacco products in specialised store,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47232,Jualan runcit rokok elektronik dan cecair rokok elektronik,Retail sale of electronic cigarettes and e-liquids,G,47810,"Jualan runcit makanan, minuman dan produk tembakau di gerai atau pasar","Retail sale of food, beverages and tobacco products via stalls or markets"
2025,G,47510,Jualan runcit tekstil,Retail sale of textiles,G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47626,Jualan runcit pakaian dan kasut sukan khas,Retail sale of special sports clothes and footwear,G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47719,"Jualan runcit pakaian, kasut dan artikel kulit t.t.t.l.","Retail sale of clothing, footwear and leather articles n.e.c.",G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47714,Jualan runcit pakaian dan aksesori bayi,Retail sale of baby’s clothing and accessories,G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47711,"Jualan runcit pakaian, artikel bagi bulu binatang dan aksesori pakaian","Retail sale of articles of clothing, articles of fur and clothing accessories",G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47712,Jualan runcit kasut,Retail sale of footwear(3),G,47820,"Jualan runcit tekstil, baju dan kasut di gerai atau pasar","Retail sale of textiles, clothing and footwear via stalls or markets"
2025,G,47531,Jualan runcit karpet dan hamparan,Retail sale of carpets and rugs,G,47891,Jualan runcit permaidani dan di gerai dan pasar,Retail sale of carpets and rugs via stalls or markets
2025,G,47612,"Jualan runcit buku, surat khabar dan alat tulis","Retail sale of books, newspapers and stationary",G,47892,Jualan runcit buku di gerai atau pasar,Retail sale of books via stalls or markets
2025,G,47631,"Jualan runcit permainan dan barang mainan, diperbuat dari pelbagai bahan","Retail sale of games and toys, made of all materials",G,47893,Jualan runcit alat permainan dan barang mainan di gerai atau pasar,Retail sale of games and toys via stalls or markets
2025,G,47401,"Jualan runcit komputer, peralatan dan bekalan komputer","Retail sale of computers, computer equipment and supplies",G,47894,Jualan runcit peralatan isi rumah dan barang elektronik di gerai atau pasar,Retail sale of household appliances and consumer electronics via stall or markets
2025,G,47402,Jualan runcit konsol permainan video dan perisian bukan ditempah khas,Retail sale of video game consoles and non-customised software,G,47894,Jualan runcit peralatan isi rumah dan barang elektronik di gerai atau pasar,Retail sale of household appliances and consumer electronics via stall or markets
2025,G,47403,Jualan runcit peralatan telekomunikasi,Retail sale of telecommunication equipment,G,47894,Jualan runcit peralatan isi rumah dan barang elektronik di gerai atau pasar,Retail sale of household appliances and consumer electronics via stall or markets
2025,G,47404,Jualan runcit peralatan audio dan video in kedai khusus,Retail sale of audio and video equipment,G,47894,Jualan runcit peralatan isi rumah dan barang elektronik di gerai atau pasar,Retail sale of household appliances and consumer electronics via stall or markets
2025,G,47595,Jualan runcit perkakas isi rumah,Retail sale of household appliances,G,47894,Jualan runcit peralatan isi rumah dan barang elektronik di gerai atau pasar,Retail sale of household appliances and consumer electronics via stall or markets
2025,G,47692,"Jualan runcit rekod muzik, pita audio, cakera padat, kaset, pita video, cakera VCD dan DVD, serta pita dan cakera kosong","Retail sale of musical records, audio tapes, compact discs, cassettes, video tapes, VCDs and DVDs, blank tapes and discs",G,47895,Jualan runcit rekod muzik dan video di gerai atau pasar,Retail sale of music and video recordings via stall or markets
2025,G,47909,Aktiviti perkhidmatan perantaraan untuk jualan runcit t.t.t.l.,Intermediation service activities for retail trade sale n.e.c.,G,47911,Jualan runcit sebarang jenis produk melalui pesanan mel,Retail sale of any kind of product by mail order
2025,G,47901,Jualan runcit sebarang jenis produk melalui Internet,Retail sale of any kind of product over the Internet,G,47912,Jualan runcit sebarang jenis produk melalui internet,Retail sale of any kind of product over the Internet
2025,G,47902,"Jualan langsung melalui televisyen, radio dan telefon","Direct sale via television, radio and telephone",G,47913,"Jualan langsung melalui televisyen, radio dan telefon","Direct sale via television, radio and telephone"
2025,G,47903,Jualan runcit lelongan melalui Internet,Internet retail auctions(2),G,47914,Jualan runcit lelongan melalui internet,Internet retail auctions
2025,G,47909,Aktiviti perkhidmatan perantaraan untuk jualan runcit t.t.t.l.,Intermediation service activities for retail trade sale n.e.c.,G,47991,Jualan runcit sebarang jenis produk melalui jualan langsung atau penjualan dari pintu ke pintu(2),Retail sale of any kind of product by direct sales or door-to-door sales persons direct selling of fuels
2025,G,47195,Jualan runcit bagi apa-apa jenis produk melalui mesin layan diri,Retail sale of any kind of products through vending machines,G,47992,Jualan runcit sebarang jenis produk melalui mesin layan diri (vending machine),Retail sale of any kind of product through vending machines
2025,G,47699,Jualan runcit barangan kebudayaan dan rekreasi t.t.t.l.,Retail sale of cultural and recreational goods n.e.c.,G,47999,"Jualan runcit lain bukan di kedai, gerai atau pasar t.t.t.l.(3)","Other retail sale not in stores, stalls or markets n.e.c. activities of non-store auctions (retail)"
,G,45500,Aktiviti perkhidmatan pengantaraan untuk pembaikan dan penyelenggaraan kenderaan bermotor dan motosikal,Intermediation service activities for repair and maintenance motor vehicles and motorcycles,G,n.a.,n.a.,n.a.
2025,H,49110,Pengangkutan penumpang antara bandar melalui laluan rel,Passenger transport by inter-urban railways,H,49110,Pengangkutan penumpang antara bandar melalui laluan rel,Passenger transport by inter-urban railways
2025,H,49120,"Pengangkutan muatan antara bandar, pinggir bandar dan bandar melalui laluan rel","Freight transport by inter-urban, suburban and urban railways",H,49120,"Pengangkutan muatan antara bandar, pinggir bandar dan bandar melalui laluan rel","Freight transport by inter-urban, suburban and urban railways"
2025,H,49211,Perkhidmatan bas bandaraya,City bus services,H,49211,Perkhidmatan bas bandaraya,City bus services
2025,H,49212,Perkhidmatan pengangkutan rel penumpang bandar dan pinggir bandar,Urban and suburban railway passenger transport service,H,49212,Perkhidmatan pengangkutan rel penumpang bandar dan pinggir bandar(2),"Urban and suburban railway passenger transport service Light Rail Transit (LRT), Express Rail Link (ERL), Monorail"
2025,H,49221,Perkhidmatan bas ekspres,Express bus services,H,49221,Perkhidmatan bas ekspres(4),"Express bus services express inter-urban bus, etc."
2025,H,49222,Perkhidmatan bas pekerja,Employees bus services,H,49222,Perkhidmatan bas pekerja,Employees bus services
2025,H,49223,Perkhidmatan bas sekolah,School bus services,H,49223,Perkhidmatan bas sekolah,School bus services
2025,H,49224,Perkhidmatan operasi teksi dan limosin,Taxi operation and limousine services,H,49224,Perkhidmatan operasi teksi dan limosin,Taxi operation and limousine services
2025,H,49225,Sewa kereta dengan pemandu,Rental of cars with driver,H,49225,Sewa kereta dengan pemandu,Rental of cars with driver
2025,H,49229,Pengangkutan darat penumpang lain t.t.t.l.,Other passenger land transport n.e.c.,H,49229,Pengangkutan darat penumpang lain t.t.t.l.(5),"Other passenger land transport n.e.c. (a) charters, excursion and other occasional coach services <br>(b) hill tramway services <br> (c) passenger transport by man-or-animal-drawn vehicles (trishaw) <br>(d) airport shuttles <br>(e) cable cars services"
2025,H,49230,Pengangkutan muatan melalui jalan raya,Freight transport by road,H,49230,Pengangkutan muatan melalui jalan raya,Freight transport by road
2025,H,49300,Pengangkutan melalui saluran paip,Transport via pipeline,H,49300,Pengangkutan melalui saluran paip,Transport via pipeline
2025,H,50111,"Operasi rombongan, cruise atau bot persiaran","Operation of excursion, cruise or sightseeing boats",H,50111,"Operasi rombongan, cruise atau bot persiaran","Operation of excursion, cruise or sightseeing boats"
2025,H,50112,"Operasi feri, teksi air","Operation of ferries, water taxis",H,50112,"Operasi feri, teksi air","Operation of ferries, water taxis"
